order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
3142,331,Arthur Silva,686,Watch,Accessories,UPI,9,2498.83,2022-02-09 04:06,UK,Manchester,www.flipkart.com,74977,N,Invalid CVV
3143,707,Carly Maxwell,773,Desk Lamp,Accessories,Internet Banking,3,1772.31,2021-11-27 11:03,Australia,Melbourne,www.ebay.in,61664,Y,Details not found
3144,956,Douglas Collins,387,Smartwatch,Electronics,Card,12,4340.49,2023-08-03 19:51,Australia,Melbourne,www.tatacliq.com,94422,Y,Details not found
3145,731,Jerry Brooks,409,Water Bottle,Accessories,Wallet,12,50.66,2022-01-08 20:08,UK,London,www.amazon.com,44618,N,Insufficient funds
3146,493,Edgar Welch,729,Book,Books,Card,13,934.92,2022-09-04 06:43,UK,Birmingham,www.tatacliq.com,76105,Y,Details not found
3147,833,Darlene Ray,634,Pen,Stationery,Card,19,754.09,2022-08-11 23:52,Australia,Melbourne,www.amazon.com,40260,N,Invalid CVV
3148,556,Brittany Singh DDS,542,Skirt,Clothing,UPI,9,1841.86,2022-09-05 16:23,Australia,Brisbane,www.ebay.in,19525,N,Insufficient funds
3149,998,Parker Nguyen,307,Jacket,Clothing,Internet Banking,4,501.87,2021-04-02 05:45,Australia,Sydney,www.amazon.com,62812,N,Insufficient funds
3150,516,Andrea Garcia,265,Ruler,Stationery,Internet Banking,14,3701.04,2023-10-25 03:10,USA,Los Angeles,www.tatacliq.com,45193,N,Insufficient funds
3151,464,Melinda Jones,929,Belt,Accessories,Internet Banking,16,4479.01,2022-04-11 01:13,USA,Los Angeles,www.tatacliq.com,26312,Y,Details not found
3152,756,Rachel Benson,323,Children's Book,Books,Internet Banking,18,2537.78,2023-04-30 05:34,India,Chennai,www.ebay.in,33308,N,Invalid CVV
3153,865,John Contreras,462,Jeans,Clothing,Wallet,16,2287.56,2021-11-30 19:04,India,Mumbai,www.ebay.in,18531,Y,Details not found
3154,439,Scott Jackson,883,Desk Lamp,Accessories,Card,14,3638.79,2022-06-07 19:03,UK,Manchester,www.amazon.com,66080,Y,Details not found
3155,916,James Hall,472,Dress,Clothing,Card,7,966.02,2021-05-18 13:04,Australia,Brisbane,www.ebay.in,47782,N,Invalid CVV
3156,558,Nicole Bailey,475,T-shirt,Clothing,UPI,1,11.95,2023-09-16 16:36,India,Chennai,www.ebay.in,96294,N,Invalid CVV
3157,112,Jeffrey Cox,836,Monitor,Electronics,Card,18,462.92,2022-12-03 06:57,USA,Los Angeles,www.flipkart.com,70628,N,Insufficient funds
3158,513,Amanda Townsend,613,Dress,Clothing,Internet Banking,15,1556.9,2022-12-20 07:13,USA,Los Angeles,www.tatacliq.com,18741,Y,Details not found
3159,124,Nancy Salinas,436,Stapler,Stationery,UPI,2,2488.33,2022-08-21 10:36,India,Chennai,www.ebay.in,51204,Y,Details not found
3160,380,Michael Cunningham,519,Children's Book,Books,Internet Banking,16,2728.34,2021-06-29 13:07,South Africa,Johannesburg,www.amazon.com,76564,N,Insufficient funds
3161,146,Mary Chen,696,Book,Books,UPI,2,4541.94,2021-06-14 06:10,India,Chennai,www.tatacliq.com,37383,N,Details not found
3162,588,Gregory Barrera,791,Jeans,Clothing,UPI,15,869.27,2022-07-28 23:10,USA,New York,www.flipkart.com,98509,N,Card expired
3163,410,Joshua Brown,841,Desk Lamp,Accessories,Card,17,322.79,2022-09-23 08:21,South Africa,Cape Town,www.flipkart.com,13658,Y,Details not found
3164,692,Alicia Anderson,956,Pencil,Stationery,UPI,3,531.37,2021-05-12 01:31,India,Mumbai,www.amazon.com,26713,N,Card expired
3165,819,Heather Wilson,249,Notebook,Stationery,UPI,15,2598.12,2022-07-22 14:06,USA,New York,www.flipkart.com,62985,N,Insufficient funds
3166,223,Dennis Drake,917,Watch,Accessories,Internet Banking,16,660.24,2021-07-20 13:52,Australia,Melbourne,www.flipkart.com,35768,N,Insufficient funds
3167,891,Brian Ball,378,Calculator,Accessories,Card,8,3362.61,2022-08-04 15:55,UK,London,www.tatacliq.com,65849,Y,Details not found
3168,416,Leonard Martinez,519,Watch,Accessories,Wallet,3,3405.7,2021-03-30 09:28,India,Mumbai,www.tatacliq.com,51208,N,Details not found
3169,872,Crystal Ruiz,969,Notebook,Stationery,Card,10,4953.3,2022-06-23 03:36,Australia,Sydney,www.tatacliq.com,56611,Y,Details not found
3170,834,Richard Davis,741,Stapler,Stationery,UPI,10,1918.22,2023-03-28 01:25,USA,New York,www.ebay.in,95215,N,Invalid CVV
3171,474,Rachael Cordova,372,Thriller Story,Books,UPI,16,2401.58,2022-07-02 21:17,India,Bangalore,www.flipkart.com,43562,Y,Details not found
3172,545,Bradley Thompson,847,Comics,Books,UPI,14,4113.64,2021-08-02 05:46,UK,Manchester,www.amazon.com,66606,N,Insufficient funds
3173,419,Jennifer Gomez,652,Children's Book,Books,Card,17,2836.64,2021-03-31 09:29,UK,Birmingham,www.amazon.com,49052,Y,Details not found
3174,935,Judith Cook,538,Smartwatch,Electronics,Internet Banking,4,4481.45,2022-10-11 16:23,India,Mumbai,www.ebay.in,95817,Y,Details not found
3175,192,Bonnie Holt,446,Water Bottle,Accessories,Wallet,19,940.51,2022-09-24 07:06,India,Mumbai,www.amazon.com,54100,Y,Details not found
3176,995,Devin Sampson,727,Thriller Story,Books,Internet Banking,12,974.79,2022-11-04 09:23,Australia,Melbourne,www.amazon.com,21415,N,Insufficient funds
3177,574,Lindsay Baker,903,Water Bottle,Accessories,Wallet,1,4925.16,2022-11-18 19:16,Australia,Brisbane,www.amazon.com,44887,N,Details not found
3178,416,Michael Bishop,646,Self-Help,Books,UPI,5,1223.34,2022-02-27 03:58,India,Chennai,www.flipkart.com,83012,N,Details not found
3179,780,Paula Jordan,637,Wallet,Accessories,Card,10,3161.37,2023-05-23 08:27,South Africa,Cape Town,www.tatacliq.com,85059,Y,Details not found
3180,461,Joseph Jacobs,554,Pencil,Stationery,Wallet,15,2163.38,2021-03-29 00:33,India,Chennai,www.tatacliq.com,73283,Y,Details not found
3181,510,Cassandra Henry,494,Comics,Books,Wallet,15,2177.22,2022-07-10 23:51,Australia,Brisbane,www.tatacliq.com,12032,Y,Details not found
3182,461,Meredith Reese,325,Water Bottle,Accessories,UPI,4,2551.1,2021-08-20 22:31,USA,Chicago,www.amazon.com,69003,N,Card expired
3183,645,Robert Rivera,473,Camera,Electronics,Card,6,2066.44,2021-02-19 18:36,USA,Chicago,www.amazon.com,98790,N,Card expired
3184,247,Jamie Escobar,585,Wallet,Accessories,UPI,16,1302.26,2021-06-11 06:50,Australia,Sydney,www.amazon.com,58238,Y,Details not found
3185,714,Kevin Anderson,502,Water Bottle,Accessories,Wallet,2,4665.62,2021-12-26 12:16,UK,London,www.tatacliq.com,77954,Y,Details not found
3186,832,Laura Clarke,832,Jacket,Clothing,Wallet,12,1138.69,2021-01-10 14:25,Australia,Melbourne,www.tatacliq.com,15025,N,Invalid CVV
3187,177,Todd Gomez,681,Belt,Accessories,Internet Banking,9,227.42,2022-11-18 09:34,USA,New York,www.amazon.com,12730,N,Invalid CVV
3188,507,Julie Kim,283,Cookbook,Books,Internet Banking,17,4216.89,2022-01-30 03:17,India,Mumbai,www.flipkart.com,58190,Y,Details not found
3189,678,Victoria Wong,710,Headphones,Electronics,Card,8,938.58,2023-05-21 16:21,Australia,Brisbane,www.tatacliq.com,54452,Y,Details not found
3190,406,Jamie Hicks,232,Backpack,Accessories,Internet Banking,15,2721.21,2021-01-17 13:42,India,Chennai,www.ebay.in,63757,N,Card expired
3191,675,Madison Yates,574,Eraser,Stationery,Internet Banking,14,3377.01,2021-07-06 13:57,South Africa,Durban,www.flipkart.com,35994,Y,Details not found
3192,918,Pamela Melendez,210,Sweater,Clothing,Internet Banking,14,1654.6,2022-11-04 13:56,UK,London,www.ebay.in,90430,Y,Details not found
3193,463,Christopher Huffman,544,Calculator,Accessories,Internet Banking,1,1847.83,2021-05-11 16:58,USA,New York,www.flipkart.com,28256,Y,Details not found
3194,239,Eric Mcbride,226,Water Bottle,Accessories,Wallet,14,2307.59,2022-11-06 02:38,USA,Los Angeles,www.ebay.in,73324,Y,Details not found
3195,275,Katie Mcconnell,243,Desk Lamp,Accessories,UPI,6,4913.08,2023-02-19 17:52,USA,Los Angeles,www.tatacliq.com,17353,N,Details not found
3196,931,Charles Morrison,714,Thriller Story,Books,Card,20,4637.43,2022-06-07 05:25,South Africa,Cape Town,www.tatacliq.com,93846,N,Details not found
3197,290,Matthew Flores,233,Ruler,Stationery,Card,20,3855.99,2021-03-29 05:44,India,Mumbai,www.amazon.com,14296,N,Invalid CVV
3198,223,Sandy Herrera,793,Shirt,Clothing,Internet Banking,19,4506.84,2023-01-20 15:01,Australia,Brisbane,www.amazon.com,90913,N,Details not found
3199,621,Sydney Ellis,900,Skirt,Clothing,UPI,19,1784.87,2022-05-17 01:38,South Africa,Johannesburg,www.ebay.in,72212,Y,Details not found
3200,672,Stephen Melton,513,Bluetooth Speaker,Electronics,UPI,14,2563.81,2021-12-09 20:41,Australia,Melbourne,www.tatacliq.com,48494,N,Details not found
3201,969,Karen Morales,948,Scarf,Accessories,Wallet,19,3031.51,2022-07-04 17:04,Australia,Brisbane,www.flipkart.com,12721,Y,Details not found
3202,465,Jeremy Guzman,698,Smartwatch,Electronics,UPI,18,4665.64,2022-03-20 18:10,India,Chennai,www.amazon.com,29277,N,Card expired
3203,634,Jimmy Torres,731,Marker,Stationery,UPI,6,334.5,2023-01-15 22:12,USA,Los Angeles,www.ebay.in,51409,N,Card expired
3204,208,Jose Saunders,275,Jeans,Clothing,Internet Banking,14,493.51,2021-04-30 04:45,USA,New York,www.ebay.in,62957,Y,Details not found
3205,728,Julie Campbell,931,Eraser,Stationery,UPI,18,3175.9,2022-04-26 02:38,UK,Birmingham,www.tatacliq.com,10689,N,Insufficient funds
3206,803,William Woods,953,Travel Guide,Books,UPI,19,4578.0,2023-02-10 10:19,Australia,Melbourne,www.tatacliq.com,14535,N,Details not found
3207,380,Lisa Wells,565,T-shirt,Clothing,Internet Banking,8,1285.73,2023-09-30 09:20,South Africa,Durban,www.ebay.in,84663,Y,Details not found
3208,979,Taylor Perez,627,Cookbook,Books,UPI,6,137.32,2021-04-22 19:28,Australia,Melbourne,www.amazon.com,28213,N,Details not found
3209,873,Michelle Wheeler,412,Monitor,Electronics,Wallet,16,2055.16,2023-06-08 04:38,UK,London,www.flipkart.com,69100,N,Details not found
3210,795,Dominique House,740,Calculator,Accessories,UPI,16,3046.15,2022-07-16 01:22,India,Mumbai,www.tatacliq.com,92895,Y,Details not found
3211,662,Ruth Mendez,341,Stapler,Stationery,Wallet,13,2652.32,2022-02-04 15:56,UK,London,www.flipkart.com,76680,Y,Details not found
3212,356,Julie Snow,435,Tablet,Electronics,Card,19,2864.43,2022-12-04 13:25,UK,Birmingham,www.flipkart.com,88535,N,Insufficient funds
3213,311,Tammy Smith,951,Wallet,Accessories,Internet Banking,15,867.9,2023-12-19 23:01,UK,Birmingham,www.flipkart.com,54896,Y,Details not found
3214,497,Taylor Johnson,308,Comics,Books,Wallet,8,1487.11,2023-08-08 16:48,UK,Manchester,www.flipkart.com,94200,Y,Details not found
3215,889,John Adams,915,Eraser,Stationery,Card,17,2040.89,2021-08-23 04:52,South Africa,Durban,www.ebay.in,73972,N,Card expired
3216,377,Kathy Vaughan,315,Belt,Accessories,Card,3,2054.98,2022-08-09 12:24,South Africa,Durban,www.ebay.in,39109,N,Insufficient funds
3217,360,John Harris PhD,809,Cookbook,Books,UPI,13,1401.58,2021-04-07 19:55,UK,Birmingham,www.flipkart.com,51190,N,Details not found
3218,398,Benjamin Evans,402,Tablet,Electronics,Internet Banking,15,4132.53,2022-09-17 16:13,Australia,Brisbane,www.ebay.in,89858,N,Details not found
3219,912,Matthew Huff,871,Marker,Stationery,Card,13,4074.86,2021-10-12 05:05,Australia,Melbourne,www.tatacliq.com,82817,Y,Details not found
3220,570,Alex Weber,821,Dress,Clothing,Wallet,10,1706.46,2021-11-15 07:38,South Africa,Johannesburg,www.flipkart.com,56993,N,Invalid CVV
3221,831,Julia Santos,589,Thriller Story,Books,Wallet,1,4880.97,2022-03-22 01:45,India,Bangalore,www.flipkart.com,36785,Y,Details not found
3222,139,Mrs. Dawn Walters,689,Jacket,Clothing,Internet Banking,17,4132.22,2023-08-13 18:09,USA,Los Angeles,www.ebay.in,17630,Y,Details not found
3223,149,Darrell Peterson,929,Scarf,Accessories,Card,14,1472.28,2022-07-28 07:39,USA,Chicago,www.ebay.in,10574,Y,Details not found
3224,230,Frederick Smith,629,Comics,Books,UPI,1,1592.25,2023-04-25 00:50,UK,Birmingham,www.tatacliq.com,62104,Y,Details not found
3225,549,Daniel Kelly,688,Shirt,Clothing,Internet Banking,9,2412.44,2022-02-15 11:03,South Africa,Cape Town,www.amazon.com,16014,N,Details not found
3226,224,Keith Williams,553,Smartphone,Electronics,UPI,14,244.36,2022-10-26 23:41,India,Chennai,www.flipkart.com,29618,Y,Details not found
3227,166,Robert Bond,605,Headphones,Electronics,UPI,5,576.14,2022-12-10 18:32,UK,Birmingham,www.ebay.in,21200,N,Invalid CVV
3228,624,Terry Watts,932,Pencil,Stationery,Wallet,12,3917.63,2022-04-06 02:04,USA,New York,www.flipkart.com,29734,N,Insufficient funds
3229,798,Thomas Jackson,700,Monitor,Electronics,UPI,4,2425.08,2022-05-07 21:59,UK,Birmingham,www.amazon.com,36596,N,Insufficient funds
3230,977,Jennifer Myers,292,Sweater,Clothing,UPI,10,497.34,2022-01-26 12:03,India,Mumbai,www.ebay.in,23948,Y,Details not found
3231,793,Michael Roberts,644,Laptop,Electronics,UPI,18,3535.34,2021-04-29 17:00,USA,New York,www.amazon.com,32755,N,Invalid CVV
3232,596,Justin Campbell,432,T-shirt,Clothing,UPI,17,3749.76,2021-12-08 01:00,USA,Los Angeles,www.amazon.com,41372,N,Card expired
3233,536,Eric Jones DDS,472,Book,Books,Wallet,4,2484.91,2022-03-15 08:58,Australia,Brisbane,www.flipkart.com,90781,Y,Details not found
3234,899,Noah Anderson,649,Watch,Accessories,Card,4,1989.62,2022-10-07 16:23,South Africa,Johannesburg,www.amazon.com,17365,N,Card expired
3235,851,Angela Cruz,884,Glue Stick,Stationery,UPI,1,4273.81,2021-03-17 17:35,South Africa,Cape Town,www.flipkart.com,11679,Y,Details not found
3236,380,Amanda Evans,496,Smartwatch,Electronics,Card,20,905.57,2022-02-22 18:57,South Africa,Cape Town,www.flipkart.com,33494,Y,Details not found
3237,625,Deborah Hughes,705,Jacket,Clothing,Card,11,2947.88,2021-05-16 08:53,UK,London,www.tatacliq.com,18105,Y,Details not found
3238,685,Patricia Blevins,797,Headphones,Electronics,Card,11,1132.19,2021-04-22 10:16,Australia,Brisbane,www.ebay.in,71771,N,Invalid CVV
3239,791,David Burton,602,Glue Stick,Stationery,Wallet,7,1026.82,2023-07-19 06:52,India,Chennai,www.tatacliq.com,28871,Y,Details not found
3240,544,Jonathan Evans,291,Pants,Clothing,Internet Banking,19,3045.69,2023-06-19 02:07,India,Chennai,www.flipkart.com,31640,N,Invalid CVV
3241,919,Jacqueline Andrews,665,Water Bottle,Accessories,Internet Banking,4,1949.33,2023-08-24 00:38,UK,Birmingham,www.ebay.in,72942,Y,Details not found
3242,362,Carl Wood,230,Glue Stick,Stationery,Wallet,19,2682.44,2022-06-29 17:23,South Africa,Cape Town,www.ebay.in,82925,Y,Details not found
3243,176,Haley David,865,Monitor,Electronics,Wallet,4,1937.38,2023-02-16 04:52,India,Chennai,www.flipkart.com,67801,Y,Details not found
3244,280,Eric Robinson,784,Desk Lamp,Accessories,Card,10,4182.91,2021-03-19 03:38,USA,Los Angeles,www.flipkart.com,26079,N,Card expired
3245,149,Francis Baker,465,Desk Lamp,Accessories,Internet Banking,10,4417.82,2023-02-22 07:49,South Africa,Durban,www.amazon.com,93453,Y,Details not found
3246,483,Barry Abbott,942,Shirt,Clothing,Internet Banking,13,4594.93,2021-11-05 02:06,UK,Manchester,www.flipkart.com,65990,N,Insufficient funds
3247,788,Jessica Russell,284,Tablet,Electronics,Wallet,9,4216.13,2022-03-05 04:53,Australia,Sydney,www.ebay.in,82060,N,Insufficient funds
3248,738,Kimberly Delacruz,763,Scarf,Accessories,Internet Banking,20,208.25,2022-12-15 08:11,South Africa,Durban,www.amazon.com,51917,Y,Details not found
3249,319,Kathleen Mack,263,Desk Lamp,Accessories,UPI,15,2812.69,2022-09-13 21:16,South Africa,Johannesburg,www.ebay.in,76544,N,Invalid CVV
3250,784,Michael Wallace,837,Marker,Stationery,Wallet,15,4230.88,2021-11-27 01:56,South Africa,Johannesburg,www.amazon.com,53506,Y,Details not found
3251,124,Isaac Young,556,Camera,Electronics,UPI,4,2151.94,2022-04-08 21:12,India,Bangalore,www.ebay.in,29157,Y,Details not found
3252,748,Stephanie Dean,781,Router,Electronics,Internet Banking,18,4053.62,2022-09-24 15:28,USA,Chicago,www.tatacliq.com,35130,N,Details not found
3253,443,Mary Harrison,506,T-shirt,Clothing,Wallet,16,444.98,2021-10-07 21:32,Australia,Brisbane,www.ebay.in,65504,N,Details not found
3254,877,Valerie Ramirez,917,Jacket,Clothing,Internet Banking,4,963.61,2021-08-24 08:06,India,Mumbai,www.ebay.in,19019,Y,Details not found
3255,351,Cynthia Morton,557,Comics,Books,Internet Banking,3,967.52,2022-09-12 02:54,Australia,Brisbane,www.ebay.in,14712,N,Details not found
3256,107,Daniel Hoffman,371,Marker,Stationery,Card,4,688.93,2023-09-30 16:49,Australia,Melbourne,www.amazon.com,54252,Y,Details not found
3257,636,Margaret Gardner,473,Stapler,Stationery,Wallet,7,2877.93,2022-07-02 18:06,Australia,Melbourne,www.amazon.com,23201,Y,Details not found
3258,251,Don Wood,731,Pants,Clothing,Internet Banking,10,4920.36,2022-03-08 01:14,South Africa,Johannesburg,www.ebay.in,12934,Y,Details not found
3259,843,Leah Davis,660,Headphones,Electronics,Card,8,2333.27,2021-04-27 16:09,UK,London,www.amazon.com,45465,N,Insufficient funds
3260,712,Daniel Mccullough,232,Watch,Accessories,Internet Banking,16,983.01,2022-01-07 16:14,South Africa,Durban,www.ebay.in,23462,N,Insufficient funds
3261,127,Jennifer Williams,232,Smartphone,Electronics,UPI,8,3145.42,2021-06-17 16:10,India,Chennai,www.amazon.com,11643,Y,Details not found
3262,465,Courtney Foster,554,Laptop,Electronics,Internet Banking,17,81.88,2023-09-17 20:58,Australia,Sydney,www.amazon.com,73680,N,Insufficient funds
3263,922,Anthony Mcbride,764,Water Bottle,Accessories,Wallet,14,1139.01,2022-07-20 18:55,Australia,Brisbane,www.flipkart.com,17980,Y,Details not found
3264,965,Lindsey Hill,794,Dress,Clothing,UPI,7,177.11,2021-02-08 19:41,USA,Los Angeles,www.tatacliq.com,42001,N,Details not found
3265,267,Elizabeth Chandler,611,Trouser,Clothing,Wallet,8,372.8,2022-06-12 17:33,South Africa,Johannesburg,www.ebay.in,78026,Y,Details not found
3266,670,Tiffany Pugh,224,Jeans,Clothing,UPI,20,263.66,2023-04-24 05:11,South Africa,Durban,www.amazon.com,39233,Y,Details not found
3267,610,Kylie Fisher,520,Book,Books,Internet Banking,11,4963.48,2023-03-05 17:00,USA,Chicago,www.flipkart.com,77909,N,Insufficient funds
3268,940,Sydney Cox,384,Calculator,Accessories,Wallet,19,4230.32,2023-05-15 02:42,India,Chennai,www.amazon.com,52944,N,Details not found
3269,824,Gary Briggs,810,Pants,Clothing,Internet Banking,6,3294.72,2022-07-03 00:00,India,Bangalore,www.flipkart.com,76858,N,Details not found
3270,685,Amy Sanchez,233,Smartphone,Electronics,Card,1,275.91,2022-03-14 18:03,USA,Los Angeles,www.flipkart.com,64146,Y,Details not found
3271,822,Felicia Conner,269,Smartwatch,Electronics,Internet Banking,17,1549.22,2021-03-25 09:31,South Africa,Durban,www.ebay.in,13594,Y,Details not found
3272,132,Robert Moore,435,Highlighter,Stationery,UPI,16,2621.78,2023-05-02 05:06,USA,Chicago,www.flipkart.com,79855,Y,Details not found
3273,489,Tracy Bishop,577,Notebook,Stationery,Card,19,3192.32,2023-07-04 05:46,India,Mumbai,www.ebay.in,54859,Y,Details not found
3274,152,Margaret Burton,711,Calculator,Accessories,Internet Banking,1,1809.85,2021-01-26 06:20,Australia,Brisbane,www.ebay.in,82323,Y,Details not found
3275,254,Tyler Edwards,339,T-shirt,Clothing,Wallet,18,4109.47,2021-06-28 09:40,India,Chennai,www.amazon.com,92958,N,Details not found
3276,247,Laura Luna,962,Scarf,Accessories,Internet Banking,4,4353.19,2022-12-04 01:39,Australia,Brisbane,www.flipkart.com,31518,Y,Details not found
3277,711,Nicole Herman,940,Pants,Clothing,Wallet,3,2898.36,2022-04-06 16:23,Australia,Sydney,www.flipkart.com,74096,Y,Details not found
3278,833,Jeremy Reese,356,Stapler,Stationery,Internet Banking,8,1365.71,2022-03-05 06:31,USA,Los Angeles,www.tatacliq.com,70768,Y,Details not found
3279,202,Stephanie Carroll,375,Book,Books,Card,9,2960.71,2023-03-10 15:20,India,Chennai,www.tatacliq.com,54265,Y,Details not found
3280,458,Joseph Black,984,T-shirt,Clothing,Wallet,20,3516.34,2022-09-01 16:28,South Africa,Cape Town,www.tatacliq.com,72580,Y,Details not found
3281,707,Taylor Schultz,976,Smartphone,Electronics,Internet Banking,7,2892.9,2022-12-31 10:55,India,Chennai,www.flipkart.com,62206,Y,Details not found
3282,392,Michael Barnes,812,Router,Electronics,Wallet,16,1774.91,2023-01-22 11:55,USA,New York,www.flipkart.com,74091,Y,Details not found
3283,487,Jared Moody,288,Ruler,Stationery,Wallet,2,1675.72,2021-01-29 11:21,Australia,Melbourne,www.amazon.com,55570,Y,Details not found
3284,281,Brooke Noble,267,Desk Lamp,Accessories,UPI,14,1045.58,2022-01-27 10:50,Australia,Melbourne,www.tatacliq.com,14894,Y,Details not found
3285,175,Alicia Hernandez,522,Laptop,Electronics,Card,20,2972.43,2021-09-08 13:34,UK,Manchester,www.amazon.com,56554,Y,Details not found
3286,429,Elizabeth Johnson,808,Science Fiction,Books,Wallet,14,4331.0,2023-01-29 23:25,UK,London,www.flipkart.com,12853,N,Insufficient funds
3287,253,Christian Reed,504,Monitor,Electronics,Card,1,77.05,2023-01-18 12:34,UK,Manchester,www.flipkart.com,85739,N,Details not found
3288,603,Tracy Fischer,387,Science Fiction,Books,Internet Banking,11,3049.33,2022-02-06 10:49,India,Bangalore,www.tatacliq.com,28061,N,Details not found
3289,171,Kimberly Lopez,266,Belt,Accessories,UPI,8,3610.29,2021-08-06 09:05,South Africa,Durban,www.flipkart.com,36328,N,Details not found
3290,493,Haley Robinson,929,Notebook,Stationery,UPI,13,3837.61,2023-11-09 23:14,Australia,Brisbane,www.ebay.in,29899,Y,Details not found
3291,567,Stephanie Andersen,633,Self-Help,Books,Wallet,3,516.41,2023-02-23 05:06,Australia,Sydney,www.amazon.com,30245,Y,Details not found
3292,442,Dwayne Hart,716,Sunglasses,Accessories,Internet Banking,5,926.57,2023-05-29 08:23,Australia,Melbourne,www.flipkart.com,29151,N,Insufficient funds
3293,806,Jamie Gibson,350,Stapler,Stationery,Wallet,19,1467.08,2023-05-20 08:50,USA,New York,www.ebay.in,78538,Y,Details not found
3294,461,Sherri Vasquez,257,Backpack,Accessories,Card,9,1325.8,2022-06-30 23:25,Australia,Melbourne,www.ebay.in,74786,N,Invalid CVV
3295,982,Amanda Strickland,308,Tablet,Electronics,Card,4,321.18,2021-02-07 06:56,USA,New York,www.amazon.com,79549,Y,Details not found
3296,611,Tony Richardson,203,Laptop,Electronics,Wallet,1,2307.37,2023-03-02 00:01,South Africa,Cape Town,www.flipkart.com,13635,Y,Details not found
3297,272,Jonathan Peters,508,Monitor,Electronics,Internet Banking,3,2343.83,2023-08-15 13:40,USA,New York,www.amazon.com,47006,Y,Details not found
3298,455,Gregory Diaz,755,Cookbook,Books,Internet Banking,7,4685.44,2022-03-18 21:46,Australia,Sydney,www.flipkart.com,61281,N,Details not found
3299,777,Gregory Duran,948,Ruler,Stationery,UPI,18,3512.89,2021-05-29 17:21,USA,Los Angeles,www.amazon.com,80824,N,Details not found
3300,243,Tony Boyer,830,Shirt,Clothing,Card,4,4373.03,2021-02-25 11:00,India,Bangalore,www.amazon.com,37748,Y,Details not found
3301,613,Teresa Day,357,Router,Electronics,Internet Banking,10,1706.89,2023-01-03 19:56,India,Mumbai,www.flipkart.com,33099,N,Details not found
3302,315,Chelsea Davies,373,Shirt,Clothing,Wallet,18,1870.09,2021-07-27 10:30,South Africa,Johannesburg,www.tatacliq.com,93044,N,Details not found
3303,785,Jared Dean,532,Dress,Clothing,Card,17,932.85,2023-02-04 21:59,South Africa,Johannesburg,www.tatacliq.com,79701,N,Details not found
3304,838,Veronica Hunt,716,Cookbook,Books,Wallet,7,3828.13,2023-06-16 19:21,Australia,Melbourne,www.tatacliq.com,36099,Y,Details not found
3305,156,Melinda Warren,721,Water Bottle,Accessories,Card,8,2791.21,2022-08-22 21:06,South Africa,Durban,www.flipkart.com,71234,N,Card expired
3306,840,Lisa Valdez,343,Ruler,Stationery,Internet Banking,11,3448.71,2021-11-15 01:11,USA,Los Angeles,www.tatacliq.com,30108,Y,Details not found
3307,510,Ryan Castro,735,Backpack,Accessories,Internet Banking,3,4279.85,2022-03-17 21:23,India,Bangalore,www.tatacliq.com,18669,Y,Details not found
3308,571,Meredith Golden,310,Headphones,Electronics,Wallet,1,4120.01,2021-07-01 06:40,UK,London,www.ebay.in,97034,N,Insufficient funds
3309,853,Melanie Roach,526,Comics,Books,UPI,19,4690.5,2022-12-30 05:50,UK,London,www.tatacliq.com,65887,N,Insufficient funds
3310,758,Nancy Rowe,907,Self-Help,Books,Wallet,19,4904.11,2022-11-01 18:23,UK,Manchester,www.flipkart.com,99215,Y,Details not found
3311,356,Laura Peterson,891,Jeans,Clothing,UPI,20,1750.29,2021-10-08 23:17,UK,Manchester,www.tatacliq.com,43855,N,Invalid CVV
3312,695,David Clark,333,Sunglasses,Accessories,Internet Banking,1,4477.04,2021-02-07 09:27,Australia,Melbourne,www.ebay.in,32608,N,Insufficient funds
3313,524,Robert Smith,920,Sweater,Clothing,Internet Banking,10,624.99,2021-02-23 18:30,India,Chennai,www.tatacliq.com,89807,Y,Details not found
3314,584,Mr. Sean Acevedo,241,Bluetooth Speaker,Electronics,Card,2,4535.59,2023-11-27 15:24,USA,New York,www.amazon.com,48449,N,Invalid CVV
3315,986,Thomas Long,226,Monitor,Electronics,Internet Banking,3,3855.57,2023-01-16 20:16,UK,Manchester,www.tatacliq.com,14185,N,Insufficient funds
3316,308,Joy Fisher,662,Wallet,Accessories,UPI,11,2083.28,2023-03-23 13:25,India,Bangalore,www.amazon.com,19493,N,Card expired
3317,198,Kevin Horton,413,Laptop,Electronics,Card,12,113.66,2021-03-16 10:33,India,Bangalore,www.tatacliq.com,84584,N,Invalid CVV
3318,905,Alexander Brown,876,Shirt,Clothing,Wallet,2,1096.67,2023-08-13 15:40,USA,Los Angeles,www.ebay.in,94166,Y,Details not found
3319,551,Linda Mclean,762,Pen,Stationery,Internet Banking,8,3071.23,2022-08-30 10:48,USA,New York,www.flipkart.com,28813,N,Card expired
3320,392,Kimberly Evans,512,Travel Guide,Books,Wallet,7,715.0,2023-12-28 08:20,Australia,Melbourne,www.ebay.in,10724,N,Invalid CVV
3321,603,Jessica Cox,490,Biography,Books,UPI,5,592.48,2021-10-10 06:06,South Africa,Durban,www.flipkart.com,93134,N,Details not found
3322,782,Jenna White,498,Sweater,Clothing,Wallet,5,4137.52,2021-06-02 07:21,UK,London,www.tatacliq.com,73126,Y,Details not found
